External_ID_Vod_c,Name,Mission_c,Website,POL_KOL_Phone_C,POL_KOL_Email_C,Organization_Type_c,Latest990_C,KRM_Legal_Entity_c,Total_Revenue_000_c,KRM_CHANGE_STATUS_C,KRM_CHANGE_DATE_C,RECORDTYPEID,LASTNAME,FIRSTNAME,SALUTATION,EXTERNAL_ID_VOD_C,MIDDLE_VOD_C,SUFFIX_VOD_C,KOL_CREDENTIALS_OLR_C,City_vod_c,Country_vod_c,Zip_vod_c,State_vod_c,Address_line_2_vod_c,External_Id_Vod_c,EIN,Account_Vod_C,Leader_Name,FROM_ACCOUNT_VOD_C,ROLE_VOD_C,TO_ACCOUNT_VOD_C
660321594,566 Calle Cabo H Alverio,"To eliminate cancer as a major health problem by preventing cancer, saving lives, and diminishing suffering from the disease through research, education, advocacy, and service.",www.cancer.org,787-764-2295,,"G30 - Diseases, Disorders, Medical Disciplines",2018,501(c)(3),5064728,Published,3/10/2020,01203000000CijdAAC,D,Lillian,,LILLIAN D-660321594-UNAVAILABLE,,,,San Juan,United States,00918-3724,PR,,EIN-660321594,660321594,,LILLIAN D-660321594-UNAVAILABLE,,UNAVAILABLE,
510213317,Bacardi Blgn Ste 202 Calle Junin P,,,UNAVAILABLE,,"G43 - Diseases, Disorders, Medical Disciplines",0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-510213317-UNAVAILABLE,,,,San Juan,United States,00926,PR,,EIN-510213317,510213317,,NAN NAN-510213317-UNAVAILABLE,,UNAVAILABLE,
520962081,11190 Sunrise Valley Dr Ste 300,"The mission of the society for birth defects research and prevention is to understand the cause and pathogenesis of structural and functional birth defects, developmental delays, perinatal death, and other disorders of developmental and reproductive origin in order to prevent their occurrence and improve diagnosis and treatment by promoting multi-disciplinary research and exchange of ideas; communicating information to health professionals, decision-makers, and the public; and providing education and training.",www.teratology.org,703-438-3104,,"U50 - Science and Technology Research Institutes, Services",2019,501(c)(3),594525,Published,3/10/2020,01203000000CijdAAC,Carskaddan,Heather,,HEATHER CARSKADDAN-520962081-UNAVAILABLE,,,DD,Reston,United States,20191-4375,VA,,EIN-520962081,520962081,,HEATHER CARSKADDAN-520962081-UNAVAILABLE,,UNAVAILABLE,
581410314,4040 Wilson Blvd Ste 300,"Shea's mission is to promote the prevention of healthcare-associated infections and antibiotic resistance, and to advance the fields of healthcare epidemiology and antibiotic stewardship.",www.shea-online.org,703-299-0200,,E03 - Health -- General and Rehabilitative,2018,501(c)(3),3889246,Published,3/10/2020,01203000000CijdAAC,Weinshel,Kristy,,KRISTY WEINSHEL-581410314-UNAVAILABLE,,,,Arlington,United States,22203-4439,VA,,EIN-581410314,581410314,,KRISTY WEINSHEL-581410314-UNAVAILABLE,,UNAVAILABLE,
510188954,8365 Keystone Xing Ste 107,"Promote, develop and advance education, research and care of skin disease in all pediatric age groups.",www.pedsderm.net,317-202-0224,,"G40 - Diseases, Disorders, Medical Disciplines",2019,501(c)(3),1493095,Published,3/10/2020,01203000000CijdAAC,Lindeman,Kent,,KENT LINDEMAN-510188954-UNAVAILABLE,,,MA,Indianapolis,United States,46240-2685,IN,,EIN-510188954,510188954,,KENT LINDEMAN-510188954-UNAVAILABLE,,UNAVAILABLE,
521694732,"1025 Connecticut Avenue, NW","Swhr is dedicated to transforming women's health through science, advocacy, and education.

founded in 1990 by a group of physicians, medical researchers and health advocates, swhr aims to bring attention to the variety of diseases and conditions that disproportionately or predominately affect women. thanks to swhr's efforts, women are now routinely included in most major medical research studies and scientists are considering sex as a variable in their research. read the full history.

today, swhr advocates for greater public and private funding for women's health research and the study of biological differences that:

- affects the prevention, diagnosis and treatment of disease;
- encourages the appropriate inclusion of women and minorities in medical research studies;
- promotes the analysis of research data for biological and ethnic differences; and
- informs women, health care providers, and policy makers about contemporary women's health issues through media outreach,   
   congressional briefings, public education campaigns, conferences and special events.",www.swhr.org,202-223-8224,,H01 - Medical Research,2019,501(c)(3),1455206,Published,3/10/2020,01203000000CijdAAC,Miller,Amy,Dr,AMY MILLER-521694732-CEO,,,,Washington,United States,20036,DC,Suite 1104,EIN-521694732,521694732,,AMY MILLER-521694732-CEO,,CEO,
742041917,13105 Canyons Edge Dr  Jbsa Ft Sam Houston Tx 78234-0362,,,,,B99 - Education,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Johnson,Bryan,,BRYAN JOHNSON-742041917-UNAVAILABLE,,,,Colorado Spgs,United States,80921,CO,,EIN-742041917,742041917,,BRYAN JOHNSON-742041917-UNAVAILABLE,,UNAVAILABLE,
237104387,500 MIDWAY DR,"Sccm's mission is to secure the highest quality of care for all critically ill and injured patients by providing education, promoting and supporting research, advocating to patients, the public, and policy makers about critical care medicine.  

sccm envisions a world in which all critically ill and injured persons receive care from a present integrated team of dedicated trained intensivists and critical care specialists.",www.sccm.org,847-827-6869,,H03 - Medical Research,2019,501(c)(3),20737110,Published,3/10/2020,01203000000CijdAAC,Martin,David,Mr,DAVID MARTIN-237104387-UNAVAILABLE,,,"MA, CAE",Mt Prospect,United States,60056,IL,,EIN-237104387,237104387,,DAVID MARTIN-237104387-UNAVAILABLE,,UNAVAILABLE,
453020416,1484 Pollard Rd # 556,"The primary purpose of the society of decision professionals is to help professionals create greater value for organizations, individuals, and its members. the society of decision professionals promotes opportunities for professionals to be recognized as trusted advisors of choice to decision makers when facing important and complex decisions. the society provides opportunities to serve the public interest, to advance high standards of professional competency, and to foster continuing learning, collaboration and networking within the membership of the society.",www.decisionprofessionals.com,650-427-0192,,"S41 - Community Improvement, Capacity Building",2019,501(c)(3),427942,Published,3/10/2020,01203000000CijdAAC,Leach,Pat,,PAT LEACH-453020416-UNAVAILABLE,,,PA,Los Gatos,United States,95032-1031,CA,,EIN-453020416,453020416,,PAT LEACH-453020416-UNAVAILABLE,,UNAVAILABLE,
233057353,1500 Spring Garden St,"Shm is dedicated to promoting the highest quality care for all hospitalized patients. shm is committed to promoting excellence in the practice of hospital medicine through education, advocacy and research.

goals:
 to promote high quality care for all hospitalized patients.
 to promote education and research in hospital medicine.
 to promote teamwork to achieve the best possible care for hospitalized patients.
 to advocate a career path that will attract and retain the highest quality hospitalists.
 to define the competencies, activities, and needs of the hospitalist community.
 to propose, support, and promote changes to the health care system that lead to higher quality and more efficient care for all hospitalized patients.",www.hospitalmedicine.org,267-702-2600,,"W03 - Public, Society Benefit",2019,501(c)(3),14635250,Published,3/10/2020,01203000000CijdAAC,Wellikson,Laurence,Dr,LAURENCE WELLIKSON-233057353-UNAVAILABLE,,,,Philadelphia,United States,19130,PA,Suite 501,EIN-233057353,233057353,,LAURENCE WELLIKSON-233057353-UNAVAILABLE,,UNAVAILABLE,
300468570,21 E 9th St,To help and feed people in need,,,,P29 - Human Services,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Carmadella,Salvator,Mr,SALVATOR CARMADELLA-300468570-UNAVAILABLE,,,MA,Huntington Station,United States,11746,NY,,EIN-300468570,300468570,,SALVATOR CARMADELLA-300468570-UNAVAILABLE,,UNAVAILABLE,
526057050,11190 Sunrise Valley Dr Ste 300,To promote the acquistion and utilization of knowledge in toxicology and to facilitate the exchange of information among its members as well as among investigators of other scientific disciplines,www.toxicology.org,703-438-3115,,E03 - Health -- General and Rehabilitative,2019,501(c)(3),7979982,Published,3/10/2020,01203000000CijdAAC,Masson,Tonia,,TONIA MASSON-526057050-UNAVAILABLE,,,MA,Reston,United States,20191-4375,VA,,EIN-526057050,526057050,,TONIA MASSON-526057050-UNAVAILABLE,,UNAVAILABLE,
930696206,PO Box 5,"The society of urologic nurses and associates is a professional organization committed to excellence in evidence based clinical practice and research and education of its members, patients, family and community.",www.suna.org,856-256-2335,,"G03 - Diseases, Disorders, Medical Disciplines",2019,501(c)(3),1208790,Published,3/10/2020,01203000000CijdAAC,Brennan,Michael,,MICHAEL BRENNAN-930696206-UNAVAILABLE,,,,Pitman,United States,08071-0005,NJ,,EIN-930696206,930696206,,MICHAEL BRENNAN-930696206-UNAVAILABLE,,UNAVAILABLE,
352323382,550m Ritchie Hwy # 271,"To promote the highest professional standards of oncology practice in the state of utah; to study, research and exchange information, leading to improvement in the practice of hematology; to support and further oncology education; and to monitor and respond to appropriate legislative and regulatory concerns of the membership.",www.sumocancer.org,410-544-4640,,"G90 - Diseases, Disorders, Medical Disciplines",2019,501(c)(3),353025,Published,3/10/2020,01203000000CijdAAC,Christner,Carol,,CAROL CHRISTNER-352323382-UNAVAILABLE,,,,Severna Park,United States,21146-2925,MD,,EIN-352323382,352323382,,CAROL CHRISTNER-352323382-UNAVAILABLE,,UNAVAILABLE,
800419218,3780 Old Norcross Rd # 103501,"The society on sarcopenia, cachexia and wasting disorders is a non-profit scientific organization comprised of an international and multidisciplinary group of healthcare professionals primarily active the fields of sarcopenia, cachexia and other wasting disorders. our mission is to increase awareness, education and research about cachexia, sarcopenia and muscle wasting.",,,,"G99 - Diseases, Disorders, Medical Disciplines",2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Colardelle,Yann,,YANN COLARDELLE-800419218-UNAVAILABLE,,,,Duluth,United States,30096-1740,GA,,EIN-800419218,800419218,,YANN COLARDELLE-800419218-UNAVAILABLE,,UNAVAILABLE,
221559439,140 Mount Airy Rd,"The y is the leading nonprofit committed to strengthening community by connecting all people to their potential, purpose and each other. each day, we empower all children to reach their full potential, we encourage healthy living to improve well-being and we foster a sense of social (continued on schedule o)",somersetcountyymca.org,908-766-7898,,P27 - Human Services -- Multipurpose and Other,2019,501(c)(3),21326055,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-221559439-UNAVAILABLE,,,,Basking Ridge,United States,07920-2066,NJ,,EIN-221559439,221559439,,NAN NAN-221559439-UNAVAILABLE,,UNAVAILABLE,
223128393,90 S SWAN Street,"Somos mission is to unite the latino community and raise awareness, advocate and elevate social consciousness on public policy in collaboration with the new york state assembly/senate puerto rican & hispanic task force; and to ensure the upward mobility of latino youth through educational empowerment, mentoring programs and scholarships.",www.somosnewyork.org,518-380-6003,,"W99 - Public, Society Benefit",2018,501(c)(3),1004322,Published,3/10/2020,01203000000CijdAAC,Hernandez-izquierdo,Paloma,,PALOMA HERNANDEZ-IZQUIERDO-223128393-EXECUTIVE,,,"DO, PA, RN, MA",Albany,United States,12210,NY,Suite 313,EIN-223128393,223128393,,PALOMA HERNANDEZ-IZQUIERDO-223128393-EXECUTIVE,,Executive,
474438062,PO Box 1698,"Our mission is to alleviate the pervasive hunger problem in the u.s. by raising awareness and providing the bridge connecting donors and volunteers to hunger relief organizations across the country.
specifically, we raise awareness, through education, of: (a) what is food insecurity, how pervasive it is in our nation and how that effects communities, education, health, finances and crime; (b) the role soup kitchens play in addressing the problem of food insecurity; and (c) breaking the myth that only the poor and homeless use soup kitchens. we shine a spot light on opportunities for the public to have a dramatic impact, through volunteerism and financial donations, to alleviate the stress fractures in our society being addressed by soup kitchens.",www.soupkitchen411.com,,,"K31 - Agriculture, Food, Nutrition",2017,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Deroberts,Kenneth,,KENNETH DEROBERTS-474438062-EXECUTIVE,,,,Bethlehem,United States,18016,PA,,EIN-474438062,474438062,,KENNETH DEROBERTS-474438062-EXECUTIVE,,Executive,
630819233,PO Box U-1060,To promote education and research within the university of south alabama health system,,251-460-7195,,H99 - Medical Research,2018,501(c)(3),1734623,Published,3/10/2020,01203000000CijdAAC,Sansing,Susan,,SUSAN SANSING-630819233-UNAVAILABLE,,,,Mobile,United States,36688,AL,,EIN-630819233,630819233,,SUSAN SANSING-630819233-UNAVAILABLE,,UNAVAILABLE,
570372530,PO Box 312,The mission of the south carolina academy of family physicians is to improve the health care of all south carolinians through supporting and repesenting the specialty of family medicine.,www.scafp.org,,,E03 - Health -- General and Rehabilitative,2019,501(c)(3),434545,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-570372530-UNAVAILABLE,,,,Laurens,United States,29360-0312,SC,,EIN-570372530,570372530,,NAN NAN-570372530-UNAVAILABLE,,UNAVAILABLE,
571014970,1122 Lady St Ste 720,#NAME?,scalliance.org,803-256-9003,,E21 - Health -- General and Rehabilitative,2019,501(c)(3),714421,Published,3/10/2020,01203000000CijdAAC,Ritchie,James,,JAMES RITCHIE-571014970-UNAVAILABLE,,,,Columbia,United States,29201-3218,SC,,EIN-571014970,571014970,,JAMES RITCHIE-571014970-UNAVAILABLE,,UNAVAILABLE,
200084005,2 Office Park Ct Ste 103,To support the practice of health care delivery system case management through education and networking.,,,,"S82 - Community Improvement, Capacity Building",2014,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Cooper,Jennifer,,JENNIFER COOPER-200084005-UNAVAILABLE,,,,Columbia,United States,29223-5948,SC,,EIN-200084005,200084005,,JENNIFER COOPER-200084005-UNAVAILABLE,,UNAVAILABLE,
582304781,1800 St. Julian Place,The mission of the south carolina cancer alliance is to reduce the impact of cancer on all south carolinians.,www.sccancer.org,803-708-4732,,P01 - Human Services,2019,501(c)(3),380572,Published,3/10/2020,01203000000CijdAAC,Well,Henry,,HENRY WELL-582304781-UNAVAILABLE,,,,Columbia,United States,29204,SC,Suite 408,EIN-582304781,582304781,,HENRY WELL-582304781-UNAVAILABLE,,UNAVAILABLE,
570219655,1301 Gervais St Ste 1100,"Enhancing the quality of life for all south carolinians, achieving global competiteveness and ultimately increasing prosperity for sc citizens.",www.scchamber.net,803-255-2631,,"S41 - Community Improvement, Capacity Building",2019,501(c)(3),2790454,Published,3/10/2020,01203000000CijdAAC,Pitts,Ted,,TED PITTS-570219655-UNAVAILABLE,,,,Columbia,United States,29201-3375,SC,,EIN-570219655,570219655,,TED PITTS-570219655-UNAVAILABLE,,UNAVAILABLE,
223881572,826 Assembly St,"The south carolina civil justice coalition (sccjc) serves as the united voice for the business community on tort and workers' compensation issues, coordinating lobbying, legal, grassroots and public relations activities.",,,,"S41 - Community Improvement, Capacity Building",2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-223881572-UNAVAILABLE,,,,Columbia,United States,29201-3936,SC,,EIN-223881572,223881572,,NAN NAN-223881572-UNAVAILABLE,,UNAVAILABLE,
572491330,1301 Gervais St Ste 802,"To foster high standards of nursing, promote the professional and educational advancement of nurses, promote welfare of nurses and promote welfare for all people.",http://www.scnurses.org,803-252-4781,,E90 - Health -- General and Rehabilitative,2019,501(c)(3),360665,Published,3/10/2020,01203000000CijdAAC,Thompson,Judith,,JUDITH THOMPSON-572491330-UNAVAILABLE,,,,Columbia,United States,29201-3362,SC,,EIN-572491330,572491330,,JUDITH THOMPSON-572491330-UNAVAILABLE,,UNAVAILABLE,
571006495,107 Saluda Pointe Dr,Dedicated to improving access to quality healthcare in rural communities of south carolina.,www.scorh.net,803-454-3850,,E60 - Health -- General and Rehabilitative,2019,501(c)(3),7170985,Published,3/10/2020,01203000000CijdAAC,Bradford,James,,JAMES BRADFORD-571006495-UNAVAILABLE,,,,Lexington,United States,29072-7296,SC,,EIN-571006495,571006495,,JAMES BRADFORD-571006495-UNAVAILABLE,,UNAVAILABLE,
570474593,1350 Browning Rd,"To serve its members, enabling them to advance the practice and science of pharmacy.",www.scrx.org,803-354-9977,,E03 - Health -- General and Rehabilitative,2019,501(c)(3),606854,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-570474593-UNAVAILABLE,,,,Columbia,United States,29210-6943,SC,,EIN-570474593,570474593,,NAN NAN-570474593-UNAVAILABLE,,UNAVAILABLE,
300241002,3 Saint Francis Dr,To promote and provide continuing education of all rheumatologists in south carolina.to serve as the main educational voice regarding rheumatologic illness in south carolina.to support the education of rheumatology fellows training in south carolina.to promote the specialty of rheumatology to medical students and residents training in south carolina.,,,,"G51 - Diseases, Disorders, Medical Disciplines",2019,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-300241002-UNAVAILABLE,,,,Greenville,United States,29601-3971,SC,,EIN-300241002,300241002,,NAN NAN-300241002-UNAVAILABLE,,UNAVAILABLE,
371518658,2329 N Career Ave Ste 115,"A south dakota alliance dedicated to the development of biotechnology industries through expansion of bio-based research, investment, education, advocacy, funding, education, infrastructure development, and promotion.",www.sdbio.org,605-274-3714,,"G92 - Diseases, Disorders, Medical Disciplines",2018,501(c)(3),283425,Published,3/10/2020,01203000000CijdAAC,Johnson,Joni,,JONI JOHNSON-371518658-UNAVAILABLE,,,,Sioux Falls,United States,57107-1363,SD,,EIN-371518658,371518658,,JONI JOHNSON-371518658-UNAVAILABLE,,UNAVAILABLE,
460141180,222 E Capitol Ave Ste 17,The south dakota chamber of commerce and industry will provide leadership to ensure a vigorous and prosperous business climate for the benefit for all south dakotans.,www.sdchamber.biz,800-742-8112,,"S41 - Community Improvement, Capacity Building",2018,501(c)(3),734374,Published,3/10/2020,01203000000CijdAAC,David,Owen,,OWEN DAVID-460141180-UNAVAILABLE,,,,Pierre,United States,57501-2564,SD,,EIN-460141180,460141180,,OWEN DAVID-460141180-UNAVAILABLE,,UNAVAILABLE,
460385734,4904 S Sweetbriar Dr,Scientific & education,,,,E03 - Health -- General and Rehabilitative,2020,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-460385734-UNAVAILABLE,,,,Sioux Falls,United States,57108-2802,SD,,EIN-460385734,460385734,,NAN NAN-460385734-UNAVAILABLE,,UNAVAILABLE,
460339056,PO Box 8053,,,,,E22 - Health -- General and Rehabilitative,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Thompson,Reaanne,,REAANNE THOMPSON-460339056-UNAVAILABLE,,,,Brookings,United States,57006-8053,SD,Brookings SD 57006-5489,EIN-460339056,460339056,,REAANNE THOMPSON-460339056-UNAVAILABLE,,UNAVAILABLE,
222159336,1 N White Horse Pike,"To provide and promote effective high quality primary and preventative health and dental care services for residents and migrant farm workers in southern jersey regardless of their ability to pay, and eliminate barriers to care upon race and other beliefs and status.",www.sjmc.org,609-567-0434,,E32 - Health -- General and Rehabilitative,2019,501(c)(3),32958688,Published,3/10/2020,01203000000CijdAAC,Flake,Linda,,LINDA FLAKE-222159336-UNAVAILABLE,,,,Hammonton,United States,08037-1875,NJ,,EIN-222159336,222159336,,LINDA FLAKE-222159336-UNAVAILABLE,,UNAVAILABLE,
833012741,4506 Cat Mountain Dr,,,,,E03 - Health -- General and Rehabilitative,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Mor,Nadav,,NADAV MOR-833012741-UNAVAILABLE,,,,Austin,United States,78731-3504,TX,,EIN-833012741,833012741,,NADAV MOR-833012741-UNAVAILABLE,,UNAVAILABLE,
237441737,4201 Saint Antoine St # 9a-Uhc,Graduate medical education,www.semcme.org,,,B50 - Education,2019,501(c)(3),812206,Published,3/10/2020,01203000000CijdAAC,Flora,Robert,,ROBERT FLORA-237441737-UNAVAILABLE,,,,Detroit,United States,48201-2153,MI,,EIN-237441737,237441737,,ROBERT FLORA-237441737-UNAVAILABLE,,UNAVAILABLE,
721561139,PO Box 6660,Immunization registry support,,,,E70 - Health -- General and Rehabilitative,2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-721561139-UNAVAILABLE,,,,Rochester,United States,55903-6660,MN,,EIN-721561139,721561139,,NAN NAN-721561139-UNAVAILABLE,,UNAVAILABLE,
262396447,13821 Alexandria Ct,To improve and extend the professional services of pharmacies in orgonized health care settings,,,,"S41 - Community Improvement, Capacity Building",2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Kernan,William,,WILLIAM KERNAN-262396447-UNAVAILABLE,,,RN,Davie,United States,33325-1201,FL,,EIN-262396447,262396447,,WILLIAM KERNAN-262396447-UNAVAILABLE,,UNAVAILABLE,
382503223,5941 Shaun Rd,"The society's mission is to represent its members, to provide leadership, member services and education and to serve the profession's public interest.",,,,E20 - Health -- General and Rehabilitative,2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-382503223-UNAVAILABLE,,,,West Bloomfield,United States,48322-1627,MI,,EIN-382503223,382503223,,NAN NAN-382503223-UNAVAILABLE,,UNAVAILABLE,
521251924,853 Goldenview Ct,,,UNAVAILABLE,,E90 - Health -- General and Rehabilitative,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-521251924-UNAVAILABLE,,,,Oconomowoc,United States,53066-3085,WI,,EIN-521251924,521251924,,NAN NAN-521251924-UNAVAILABLE,,UNAVAILABLE,
611639036,6134 Poplar Bluff Cir # 101,"The southern alliance for physician specialties cme is an organization made up of representatives from numerous physician specialty societies, the purpose of which is to bring together a cohesive unit to provide consistent, quality cme in a variety of activities. each of the specialties represented have extensive experience in conducting cme activities. saps cme will offer a variety of activities with a specified target audience.",www.sapscme.org,770-613-0932,,"S41 - Community Improvement, Capacity Building",2018,501(c)(3),108121,Published,3/10/2020,01203000000CijdAAC,Delgaudio,John,,JOHN DELGAUDIO-611639036-UNAVAILABLE,,,,Peachtree Corners,United States,30092-1390,GA,,EIN-611639036,611639036,,JOHN DELGAUDIO-611639036-UNAVAILABLE,,UNAVAILABLE,
237205477,PO Box 5029,To promote the education of southern california rheumatologists concerning rheumatology and its treatment.,,,,"G90 - Diseases, Disorders, Medical Disciplines",2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-237205477-UNAVAILABLE,,,,San Dimas,United States,91773-9129,CA,,EIN-237205477,237205477,,NAN NAN-237205477-UNAVAILABLE,,UNAVAILABLE,
630288868,2000 NINTH AVE S,"Science and technology are full of promise. southern research institute uses that potential to advance people's lives through creative problem solving.

from health care and the environment to national defense, energy, engineering and more, we are leaders in research that touches families and communities around the world each day. a not-for-profit contract research organization headquartered in birmingham, alabama, our history - and our future - is one of breakthrough discoveries, including revolutionary treatments for cancer, cleaner energy and innovative materials for commercial and military use.",www.sri.org,205-581-2000,,"U33 - Science and Technology Research Institutes, Services",2018,501(c)(3),63852769,Published,3/10/2020,01203000000CijdAAC,Baum,James,,JAMES BAUM-630288868-UNAVAILABLE,,,,Birmingham             ,United States,35205,AL,,EIN-630288868,630288868,,JAMES BAUM-630288868-UNAVAILABLE,,UNAVAILABLE,
751242473,8160 Walnut Hill Ln,Education of medical practitioners - the organization holds an annual assembly conducted by eminent teachers and clinicians for the continuing education of specialists in the field of ob/gyn medical practice.,,,,"G90 - Diseases, Disorders, Medical Disciplines",2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-751242473-UNAVAILABLE,,,,Dallas,United States,75231-4339,TX,,EIN-751242473,751242473,,NAN NAN-751242473-UNAVAILABLE,,UNAVAILABLE,
311527065,3131 South Dixie Drive,"Swohf helps improve the quality of life for those affected by hemophilia and other bleeding disorders by providing support, education, networking, advocacy and services to individuals, their families and the community.",www.swohf.org,937-298-8000,,"G11 - Disease, Disorders, Medical Disciplines",2018,501(c)(3),168125,Published,3/10/2020,01203000000CijdAAC,Clark,Kay,,KAY CLARK-311527065-UNAVAILABLE,,,,Moraine,United States,45439,OH,Suite #103,EIN-311527065,311527065,,KAY CLARK-311527065-UNAVAILABLE,,UNAVAILABLE,
822511913,"c/o Mueller Greene, Attorneys at Law","The spark foundation is a nonprofit organization that serves to empower and energize creativity, innovation, development and revitalization.",https://www.facebook.com/sparkfoundationnl.org/,860-574-3581,,"S12 - Community Improvement, Capacity Building",2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Presto,Kate,,KATE PRESTO-822511913-UNAVAILABLE,,,,New London,United States,06320,CT,"300 State Street, Suite 209",EIN-822511913,822511913,,KATE PRESTO-822511913-UNAVAILABLE,,UNAVAILABLE,
462096433,900 Commonwealth Pl,"The mission of the spartyka foundation, a national nonprofit organization, is to bridge the gaps of transitioning veterans, wounded warriors, and gold star families by connecting them to the full continuum of resources available, including vet to vet programs, housing placement, career placement, recreational activities, and other essential human services.
while executing this mission we always keep our core values in mind: honor, embrace, empower, remember",http://spartykafoundation.org/,757-515-6538,,"W99 - Public, Society Benefit",2018,501(c)(3),0,Published,3/10/2020,01203000000CijdAAC,Partyka,Jimi,Mr,JIMI PARTYKA-462096433-UNAVAILABLE,,,PA,Virginia Beach,United States,23464,VA,Suite #200,EIN-462096433,462096433,,JIMI PARTYKA-462096433-UNAVAILABLE,,UNAVAILABLE,
580566243,350 Spelman Ln SW,"Spelman college, a historically black college and global leader in the education of women of african descent, is dedicated to academic excellence in the liberal arts and sciences, and the intellectual, creative, ethical and leadership development of its students. spelman empowers the whole person to engage the many cultures of the world and inspires a commitment to positive social change.",www.spelman.edu,404-681-3643,,B42 - Education,2019,501(c)(3),136754272,Published,3/10/2020,01203000000CijdAAC,Campbell,Mary,,MARY CAMPBELL-580566243-UNAVAILABLE,,,MA,Atlanta,United States,30314-4395,GA,,EIN-580566243,580566243,,MARY CAMPBELL-580566243-UNAVAILABLE,,UNAVAILABLE,
953890767,16430 Ventura Blvd Ste 300,"To be a leader in the quest to cure ankylosing spondylitis and related diseases, and to empower those affected to live their lives to the fullest.",http://www.spondylitis.org,800-777-8189,,"G51 - Disease, Disorders, Medical Disciplines",2019,501(c)(3),2028110,Published,3/10/2020,01203000000CijdAAC,Shafer,Cassie,,CASSIE SHAFER-953890767-UNAVAILABLE,,,,Encino,United States,91436,CA,,EIN-953890767,953890767,,CASSIE SHAFER-953890767-UNAVAILABLE,,UNAVAILABLE,
132578670,55 Exchange Place,"The seo mission: to prepare young peopleto lead by example in their families, communities and careers",www.seo-usa.org,,jjohnson@seo-usa.org,O50 - Youth Development,2019,501(c)(3),25863520,Published,3/10/2020,01203000000CijdAAC,Goodloe,William,Mr,WILLIAM GOODLOE-132578670-EXECUTIVE DIRECTOR,,,OD,New York,United States,10005-3301,NY,,EIN-132578670,132578670,,WILLIAM GOODLOE-132578670-EXECUTIVE DIRECTOR,,Executive Director,
300198705,800 W Sam Houston Parkway S,"Mission: "" to increase the number of healthy families in our community by providing high quality, comprehensive health care services.""vision: ""to be a champion in community wellness by providing integrated primary care services to all who seek it.""",www.sbchc.net,713-462-6565,,E32 - HealthGeneral & Rehabilitative,2018,501(c)(3),11457752,Published,3/10/2020,01203000000CijdAAC,Trujillo,Marlen,Mr,MARLEN TRUJILLO-300198705-UNAVAILABLE,,,"PHD, MBA, MA",Houston,United States,77042,TX,Suite 200,EIN-300198705,300198705,,MARLEN TRUJILLO-300198705-UNAVAILABLE,,UNAVAILABLE,
522266068,2100 Foxhall Rd NW,"Springboard 2000 enterprises inc., a 501(c)(3) organization, recruits, educates, coaches, and supports women entrepreneurs leading high-growth companies.",www. springboardenterprises. org,202-242-6282,,"S43 - Community Improvement, Capacity Building",2018,501(c)(3),1643307,Published,3/10/2020,01203000000CijdAAC,Millman,Amy,,AMY MILLMAN-522266068-UNAVAILABLE,,,MA,Washington,United States,20007-1150,DC,,EIN-522266068,522266068,,AMY MILLMAN-522266068-UNAVAILABLE,,UNAVAILABLE,
431552945,12312 Olive Blvd. ,"Through our exceptional health care services, we reveal the healing presence of god",www.givetossmhealth.org,314-994-7800,,"T70 - Philanthropy, Voluntarism, and Grantmaking",2018,501(c)(3),5156545,Published,3/10/2020,01203000000CijdAAC,Ross,Paul,,PAUL ROSS-431552945-UNAVAILABLE,,,PA,St Louis,United States,63141,MO,Suite 100,EIN-431552945,431552945,,PAUL ROSS-431552945-UNAVAILABLE,,UNAVAILABLE,
900738355,3301 N Mulford Rd,,,,,B83 - Education,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Carson,Elizabeth,,ELIZABETH CARSON-900738355-UNAVAILABLE,,,,Rockford,United States,61114-5640,IL,,EIN-900738355,900738355,,ELIZABETH CARSON-900738355-UNAVAILABLE,,UNAVAILABLE,
